1Y,5Y,10Y,15Y,30Y
0.7574284442015803,1.3031957334531792,1.7714422881522778,1.9667244060440978,2.9709889321837735
1.3694231429674941,2.488574611867579,3.3901218315344384,3.9369427577149945,5.503936675645506
1.3010597243341808,2.3386970937512994,3.238260085353698,3.7622323470749817,5.480378551364804
1.2403199515591585,2.4473877044441044,3.395630496833821,3.9795979941496293,5.3825287141188705
1.2913956730098612,2.3075868911818813,3.1956279220931325,3.582295220862917,5.130595679707913
1.2392152434037216,2.171014699945242,3.1956279220931325,3.539541454210139,5.047155654054907
1.2437466807920154,2.176634709757252,3.183865722881946,0.13663198421020084,4.74294424395287
1.1995706374442292,1.9861131307166908,2.740167645270293,3.270339487944052,4.775465483875626
1.1754601334997572,1.9576360813617353,2.4664478352817594,3.16094629222102,4.386962945313435
1.1311978197996975,2.1255862652165525,2.689145354396168,3.337044504023004,4.188132699710111
1.0637282499749077,1.9955838160755288,2.7966712565953884,2.935396773931044,4.034794423896215
1.0804427280249838,1.9955838160755288,2.7966712565953884,3.25252363285307,4.493985102985701
1.1311230704903925,1.9722692523080314,2.537720913743851,3.334825871358447,4.5544639021559625
1.087013390416131,2.1120154145842953,2.7625759119019873,3.1799104343701696,4.358304781511779
1.0230107422993522,2.22386513538588,2.615559221077197,3.3578298822503343,4.884769544835045
1.0722243193046503,1.6330967349250938,2.546351677442032,3.407358945145309,4.345182023991211
1.1593784723753484,2.0789407017028037,2.7537836451075206,3.297140633169123,4.7577171457312035
1.076560375042955,1.9665619309264153,2.6186032161003636,3.293058842447828,4.114732373232413
1.1155764586714965,1.854455331645887,2.9225665900250073,3.1834517226763155,4.114732373232413
1.0064572061265762,1.9253834679558899,2.9225665900250073,2.8839221261400128,4.084219514103808
0.9925894925264741,1.7176131624344386,2.290768172350139,3.0144650305181115,3.906678470072037
0.963481735077695,1.695222580623342,2.2734299419863215,2.900101061894006,3.68722898627677
0.9778486911315714,1.6312193085345597,2.1858755558967355,2.872327663585753,3.7670879597041886
0.9243026073524244,1.6312193085345597,2.4100956288885955,2.872327663585753,3.7311844132118877
0.945085064365112,1.8243356731470288,2.163590248024277,2.7953474159105802,3.7311844132118877
1.0331904314514335,1.6483462027771616,2.4733736060675184,2.828623184293692,3.826089794727746
0.9252555375580738,1.605932643426304,2.183465674247852,2.6423066846295717,3.576694315992292
0.9446837666415164,1.6810507541941269,2.2839303889559353,2.6876681000895486,3.576694315992292
0.8090708683098243,1.5901209210410192,2.047920194872822,2.7282745354274005,3.5077793140713265
0.8584286191693353,1.5967357906199808,2.006917065144045,2.32726273097136,3.272680387301762
0.8583248389531601,1.5765934063561764,2.126455579547541,2.4977887442145974,3.499946457962012
0.8967300205922893,1.5548511319906595,2.110207082201189,2.571843266528548,3.40112563202625
0.8967300205922893,1.661710272856692,2.110207082201189,2.571843266528548,3.303259489522286
0.8257214059746055,1.5560772209866864,1.9512404464353021,2.5061814324011786,3.303259489522286
0.9437489102141563,1.7134451984590011,1.9809967823548598,2.796433867574901,3.42266494279212
0.9454607609798562,1.599695624049875,2.147867001240969,2.4922771771371357,3.4135093389857176
